| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/main/java/org/apache/commons/exec/CommandLine.java:170:48:170:61                                                 | <obinit>                                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/main/java/org/apache/commons/exec/CommandLine.java:33:14:33:24                                                 | Vector<Argument>                                    | file:///BCDEFGHIJK/java.base/java/util/Vector.sig:0:0:0:0                                                                                                                                                           |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest_scaffolding.java:46:59:46:83                | clearEvoSuiteFramework                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest_scaffolding.java:44:22:44:43              | clone                                               | file:///BCDEFGHI/java.base/java/util/Properties.sig:0:0:0:0                                                                                                                                                         |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest_scaffolding.java:51:5:51:39                 | initTestCase                                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest_scaffolding.java:50:15:50:26              | storeCurrentThreads                                 | file:///home/ali/Documents/AlphaTrans/misc/evosuite-standalone-runtime-1.2.0.jar/org/evosuite/runtime/thread/ThreadStopper.class:0:0:0:0                                                                            |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest_scaffolding.java:52:5:52:38                 | initTestCase                                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest_scaffolding.java:50:15:50:26              | startRecordingTime                                  | file:///home/ali/Documents/AlphaTrans/misc/evosuite-standalone-runtime-1.2.0.jar/org/evosuite/runtime/thread/ThreadStopper.class:0:0:0:0                                                                            |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest_scaffolding.java:53:5:53:76                 | initTestCase                                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest_scaffolding.java:50:15:50:26              | initHandler                                         | file:///home/ali/Documents/AlphaTrans/misc/evosuite-standalone-runtime-1.2.0.jar/org/evosuite/runtime/jvm/ShutdownHookHandler.class:0:0:0:0                                                                         |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest_scaffolding.java:53:5:53:62                 | initTestCase                                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest_scaffolding.java:50:15:50:26              | getInstance                                         | file:///home/ali/Documents/AlphaTrans/misc/evosuite-standalone-runtime-1.2.0.jar/org/evosuite/runtime/jvm/ShutdownHookHandler.class:0:0:0:0                                                                         |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest_scaffolding.java:54:5:54:64                 | initTestCase                                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest_scaffolding.java:50:15:50:26              | goingToExecuteSUTCode                               | file:///home/ali/Documents/AlphaTrans/misc/evosuite-standalone-runtime-1.2.0.jar/org/evosuite/runtime/sandbox/Sandbox.class:0:0:0:0                                                                                 |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest_scaffolding.java:55:5:55:25                 | initTestCase                                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest_scaffolding.java:50:15:50:26              | setSystemProperties                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest_scaffolding.java:72:22:72:40              |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest_scaffolding.java:56:5:56:49                 | initTestCase                                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest_scaffolding.java:50:15:50:26              | setHeadless                                         | file:///home/ali/Documents/AlphaTrans/misc/evosuite-standalone-runtime-1.2.0.jar/org/evosuite/runtime/GuiSupport.class:0:0:0:0                                                                                      |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest_scaffolding.java:57:5:57:61                 | initTestCase                                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest_scaffolding.java:50:15:50:26              | resetRuntime                                        | file:///home/ali/Documents/AlphaTrans/misc/evosuite-standalone-runtime-1.2.0.jar/org/evosuite/runtime/Runtime.class:0:0:0:0                                                                                         |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest_scaffolding.java:57:5:57:46                 | initTestCase                                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest_scaffolding.java:50:15:50:26              | getInstance                                         | file:///home/ali/Documents/AlphaTrans/misc/evosuite-standalone-runtime-1.2.0.jar/org/evosuite/runtime/Runtime.class:0:0:0:0                                                                                         |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest_scaffolding.java:58:5:58:60                 | initTestCase                                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest_scaffolding.java:50:15:50:26              | activate                                            | file:///home/ali/Documents/AlphaTrans/misc/evosuite-standalone-runtime-1.2.0.jar/org/evosuite/runtime/agent/InstrumentingAgent.class:0:0:0:0                                                                        |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest_scaffolding.java:63:5:63:44                 | doneWithTestCase                                | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest_scaffolding.java:62:15:62:30              | killAndJoinClientThreads                            | file:///home/ali/Documents/AlphaTrans/misc/evosuite-standalone-runtime-1.2.0.jar/org/evosuite/runtime/thread/ThreadStopper.class:0:0:0:0                                                                            |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest_scaffolding.java:64:5:64:86                 | doneWithTestCase                                | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-exec/src/test/java/org/apache/commons/exec/launcher/OS2CommandLauncher_ESTest_scaffolding.java:62:15:62:30              | safeExecuteAddedHooks                               | file:///home/ali/Documents/AlphaTrans/misc/evosuite-standalone-runtime-1.2.0.jar/org/evosuite/runtime/jvm/ShutdownHookHandler.class:0:0:0:0                                                                         |
